dataset,model,fold,fold_dir,txt_file,auc_std,auc_mean,acc_mean,acc_std,n_students,success,error
algebra2005,akt,0,akt_tiaocan_algebra2005_3407_0_0.1_256_256_4_4_0.0001_1_1_fd659dba-00e8-4031-bb82-105eb31d5d32_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\akt\akt_tiaocan_algebra2005_3407_0_0.1_256_256_4_4_0.0001_1_1_fd659dba-00e8-4031-bb82-105eb31d5d32_0\qid_test_question_predictions.txt,0.06929564237822604,0.7965629290015823,0.8075180753200704,0.06341669278171622,114,True,
algebra2005,akt,1,akt_tiaocan_algebra2005_42_1_0.05_64_256_4_4_0.0001_1_1_74d0c31e-2dfb-41db-9173-2cfa8fecf230_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\akt\akt_tiaocan_algebra2005_42_1_0.05_64_256_4_4_0.0001_1_1_74d0c31e-2dfb-41db-9173-2cfa8fecf230_1\qid_test_question_predictions.txt,0.06864431228606367,0.7935811217311487,0.8018495039307146,0.06521998015049778,114,True,
algebra2005,akt,2,akt_tiaocan_algebra2005_42_2_0.05_256_256_4_4_0.0001_1_1_6de2603b-e000-4f10-9b6b-907056fe6bab_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\akt\akt_tiaocan_algebra2005_42_2_0.05_256_256_4_4_0.0001_1_1_6de2603b-e000-4f10-9b6b-907056fe6bab_2\qid_test_question_predictions.txt,0.06678463414539734,0.801153445776124,0.8040368204643663,0.061879272692365504,114,True,
algebra2005,akt,3,akt_tiaocan_algebra2005_42_3_0.1_256_256_4_4_0.0001_1_1_07311e2c-64a0-4c05-809f-5954dea58134_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\akt\akt_tiaocan_algebra2005_42_3_0.1_256_256_4_4_0.0001_1_1_07311e2c-64a0-4c05-809f-5954dea58134_3\qid_test_question_predictions.txt,0.06912608056199533,0.7975046305267184,0.8039141865600629,0.0676943001024151,114,True,
algebra2005,akt,4,akt_tiaocan_algebra2005_42_4_0.05_256_256_4_4_0.0001_1_1_ec2b2186-ec4b-459d-9396-bd5c3f0f2e2a_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\akt\akt_tiaocan_algebra2005_42_4_0.05_256_256_4_4_0.0001_1_1_ec2b2186-ec4b-459d-9396-bd5c3f0f2e2a_4\qid_test_question_predictions.txt,0.06601247595571132,0.7962561605390613,0.8061186286192182,0.06373801981935,114,True,
algebra2005,atkt,0,atkt_tiaocan_algebra2005_3407_0_0.1_64_64_256_256_10_2.0_0.001_1_1_2ebcebaa-93ce-4bf9-8a53-c1b7085cbc39_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\atkt\atkt_tiaocan_algebra2005_3407_0_0.1_64_64_256_256_10_2.0_0.001_1_1_2ebcebaa-93ce-4bf9-8a53-c1b7085cbc39_0\qid_test_question_predictions.txt,0.06047272027069308,0.8012433880935075,0.801603559057833,0.06448556730237104,114,True,
algebra2005,atkt,1,atkt_tiaocan_algebra2005_3407_1_0.5_64_64_256_256_15_0.5_0.001_1_1_d58f38ea-1909-472c-b9ee-18250771e674_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\atkt\atkt_tiaocan_algebra2005_3407_1_0.5_64_64_256_256_15_0.5_0.001_1_1_d58f38ea-1909-472c-b9ee-18250771e674_1\qid_test_question_predictions.txt,0.05324430109853083,0.795024983165801,0.8036304183624695,0.0661410123751241,114,True,
algebra2005,atkt,3,atkt_tiaocan_algebra2005_3407_3_0.1_64_64_256_256_12_1.0_0.001_1_1_b91baba7-9cc6-4494-baa4-33cb27561755_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\atkt\atkt_tiaocan_algebra2005_3407_3_0.1_64_64_256_256_12_1.0_0.001_1_1_b91baba7-9cc6-4494-baa4-33cb27561755_3\qid_test_question_predictions.txt,0.056071092763964644,0.7983619547495966,0.8017308133592009,0.06737484910787736,114,True,
algebra2005,atkt,2,atkt_tiaocan_algebra2005_42_2_0.05_64_64_256_256_10_1.0_0.001_1_1_a6a5cae7-5ce4-4e8a-b781-6d0b361b33e2_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\atkt\atkt_tiaocan_algebra2005_42_2_0.05_64_64_256_256_10_1.0_0.001_1_1_a6a5cae7-5ce4-4e8a-b781-6d0b361b33e2_2\qid_test_question_predictions.txt,0.06300677539769124,0.8000756997565339,0.8020510544564043,0.0624271977562882,114,True,
algebra2005,atkt,4,atkt_tiaocan_algebra2005_42_4_0.1_64_64_256_256_15_2.0_0.001_1_1_609e5a9c-5147-4f52-b481-883c0584be9e_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\atkt\atkt_tiaocan_algebra2005_42_4_0.1_64_64_256_256_15_2.0_0.001_1_1_609e5a9c-5147-4f52-b481-883c0584be9e_4\qid_test_question_predictions.txt,0.05515805646715795,0.7974355001789939,0.8013883946938775,0.0650055015022812,114,True,
algebra2005,atktfix,3,atktfix_tiaocan_algebra2005_3407_3_0.5_64_64_256_64_1_0.5_0.001_1_1_24c3643b-ba4d-41f2-a28a-f2d8c5562660_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\atktfix\atktfix_tiaocan_algebra2005_3407_3_0.5_64_64_256_64_1_0.5_0.001_1_1_24c3643b-ba4d-41f2-a28a-f2d8c5562660_3\qid_test_question_predictions.txt,0.0593210619483206,0.7733003086277054,0.7955839495616477,0.06970865761416457,114,True,
algebra2005,atktfix,4,atktfix_tiaocan_algebra2005_3407_4_0.5_64_64_256_256_1_0.5_0.001_1_1_3a209516-bc87-443a-8d23-62c7c36a0f5e_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\atktfix\atktfix_tiaocan_algebra2005_3407_4_0.5_64_64_256_256_1_0.5_0.001_1_1_3a209516-bc87-443a-8d23-62c7c36a0f5e_4\qid_test_question_predictions.txt,0.05350291139522608,0.7686557151760968,0.7954803497215475,0.06728997024222075,114,True,
algebra2005,atktfix,0,atktfix_tiaocan_algebra2005_42_0_0.5_64_64_256_64_5_0.5_0.001_1_1_e4340a32-5fd1-4429-a44c-16cdff840b82_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\atktfix\atktfix_tiaocan_algebra2005_42_0_0.5_64_64_256_64_5_0.5_0.001_1_1_e4340a32-5fd1-4429-a44c-16cdff840b82_0\qid_test_question_predictions.txt,0.05682517225321606,0.7659841305756623,0.7911426667684996,0.06966722745444148,114,True,
algebra2005,atktfix,1,atktfix_tiaocan_algebra2005_42_1_0.5_64_64_256_256_12_0.2_0.001_1_1_9aab2833-7c3e-46ac-9c61-f321beb80c06_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\atktfix\atktfix_tiaocan_algebra2005_42_1_0.5_64_64_256_256_12_0.2_0.001_1_1_9aab2833-7c3e-46ac-9c61-f321beb80c06_1\qid_test_question_predictions.txt,0.05663169836599151,0.7640670812271306,0.7896883765424828,0.07449104841340543,114,True,
algebra2005,atktfix,2,atktfix_tiaocan_algebra2005_42_2_0.5_64_64_256_256_12_0.2_0.001_1_1_57da4fbf-cf58-4346-bddf-b591599e38f0_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\atktfix\atktfix_tiaocan_algebra2005_42_2_0.5_64_64_256_256_12_0.2_0.001_1_1_57da4fbf-cf58-4346-bddf-b591599e38f0_2\qid_test_question_predictions.txt,0.05928924563417441,0.7665940734313068,0.79253982628535,0.0693770536638643,114,True,
algebra2005,bakt,2,bakt_tiaocan_algebra2005_3407_2_0.1_256_64_2_4_0.5_0.5_0.5_50_256_64_4_4_0.0001_1_1_998cfb03-935f-4573-8407-83ea5e1d1a99,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\bakt\bakt_tiaocan_algebra2005_3407_2_0.1_256_64_2_4_0.5_0.5_0.5_50_256_64_4_4_0.0001_1_1_998cfb03-935f-4573-8407-83ea5e1d1a99\qid_test_question_predictions.txt,0.06742014134046072,0.7967696963055504,0.8056266148653243,0.0574502332114669,114,True,
algebra2005,bakt,4,bakt_tiaocan_algebra2005_3407_4_0.1_256_256_2_4_0.5_0.5_0.5_50_256_256_4_4_1e-05_1_1_3a69976d-3295-4a34-ac40-357fd2700b8f,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\bakt\bakt_tiaocan_algebra2005_3407_4_0.1_256_256_2_4_0.5_0.5_0.5_50_256_256_4_4_1e-05_1_1_3a69976d-3295-4a34-ac40-357fd2700b8f\qid_test_question_predictions.txt,0.06747674914131643,0.7927507150948481,0.8051061919478161,0.06280575394479905,114,True,
algebra2005,bakt,0,bakt_tiaocan_algebra2005_42_0_0.1_256_256_2_4_0.5_0.5_0.5_50_256_256_4_4_0.0001_1_1_029c4dd7-56dc-4786-bbf8-05045ae84a34,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\bakt\bakt_tiaocan_algebra2005_42_0_0.1_256_256_2_4_0.5_0.5_0.5_50_256_256_4_4_0.0001_1_1_029c4dd7-56dc-4786-bbf8-05045ae84a34\qid_test_question_predictions.txt,0.068459637395456,0.7932810670287112,0.8054259703208471,0.06255912515010639,114,True,
algebra2005,bakt,1,bakt_tiaocan_algebra2005_42_1_0.05_256_256_2_4_0.5_0.5_0.5_50_256_256_4_4_0.0001_1_1_63a70c3f-1d94-4504-9959-84cde90ca9ad,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\bakt\bakt_tiaocan_algebra2005_42_1_0.05_256_256_2_4_0.5_0.5_0.5_50_256_256_4_4_0.0001_1_1_63a70c3f-1d94-4504-9959-84cde90ca9ad\qid_test_question_predictions.txt,0.06799135846023026,0.7928939132317275,0.8062136919727838,0.06169417843345928,114,True,
algebra2005,bakt,3,bakt_tiaocan_algebra2005_42_3_0.1_256_256_2_4_0.5_0.5_0.5_50_256_256_4_4_0.0001_1_1_7dfacd3b-447d-47ba-94d7-4663803385aa,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\bakt\bakt_tiaocan_algebra2005_42_3_0.1_256_256_2_4_0.5_0.5_0.5_50_256_256_4_4_0.0001_1_1_7dfacd3b-447d-47ba-94d7-4663803385aa\qid_test_question_predictions.txt,0.07014410121608713,0.7922096362062305,0.805891420338453,0.061949430637463616,114,True,
algebra2005,dkt,2,dkt_tiaocan_algebra2005_3407_2_0.5_256_0.001_1_1_c2df2202-c523-44a9-b063-30aa54c3588f_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkt\dkt_tiaocan_algebra2005_3407_2_0.5_256_0.001_1_1_c2df2202-c523-44a9-b063-30aa54c3588f_2\qid_test_question_predictions.txt,0.06029544113292641,0.7819517081358675,0.8042342277562339,0.0668531707677804,114,True,
algebra2005,dkt,4,dkt_tiaocan_algebra2005_3407_4_0.3_256_0.001_1_1_acf9aa2b-e3fa-4e6c-a0d4-4fa6a87f5db2_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkt\dkt_tiaocan_algebra2005_3407_4_0.3_256_0.001_1_1_acf9aa2b-e3fa-4e6c-a0d4-4fa6a87f5db2_4\qid_test_question_predictions.txt,0.057596194485021776,0.7817727452110863,0.8013858881733545,0.06432520311646348,114,True,
algebra2005,dkt,0,dkt_tiaocan_algebra2005_42_0_0.5_256_0.001_1_1_96c5f970-b870-4242-a9a3-9339e72a2a14_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkt\dkt_tiaocan_algebra2005_42_0_0.5_256_0.001_1_1_96c5f970-b870-4242-a9a3-9339e72a2a14_0\qid_test_question_predictions.txt,0.06061673443428311,0.782156428702739,0.7996603493225443,0.06959015250161099,114,True,
algebra2005,dkt,1,dkt_tiaocan_algebra2005_42_1_0.5_256_0.001_1_1_9e2969b0-87d9-4fba-bb13-f12e070a9c34_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkt\dkt_tiaocan_algebra2005_42_1_0.5_256_0.001_1_1_9e2969b0-87d9-4fba-bb13-f12e070a9c34_1\qid_test_question_predictions.txt,0.057821575423020535,0.7826453347309866,0.8031931039237967,0.06352690693883165,114,True,
algebra2005,dkt,3,dkt_tiaocan_algebra2005_42_3_0.1_256_0.001_1_1_e69ec799-6df4-417f-80b1-0de91d75745a_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkt\dkt_tiaocan_algebra2005_42_3_0.1_256_0.001_1_1_e69ec799-6df4-417f-80b1-0de91d75745a_3\qid_test_question_predictions.txt,0.05782950946020872,0.7817222598813514,0.7995838164464136,0.06406270426182054,114,True,
algebra2005,dkt_forget,0,dktforget_tiaocan_algebra2005_3407_0_0.5_256_0.001_1_1_589956fc-9280-474d-9eda-80be13de306b_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkt_forget\dktforget_tiaocan_algebra2005_3407_0_0.5_256_0.001_1_1_589956fc-9280-474d-9eda-80be13de306b_0\qid_test_question_predictions.txt,0.05991326820483545,0.7813289710632347,0.8017277379716929,0.06809277280026638,114,True,
algebra2005,dkt_forget,2,dktforget_tiaocan_algebra2005_3407_2_0.3_256_0.001_1_1_6626edb6-fe88-499d-a5d4-555bb14e164b_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkt_forget\dktforget_tiaocan_algebra2005_3407_2_0.3_256_0.001_1_1_6626edb6-fe88-499d-a5d4-555bb14e164b_2\qid_test_question_predictions.txt,0.06128616072693006,0.7808311658812612,0.8019701932764632,0.065916982763783,114,True,
algebra2005,dkt_forget,4,dktforget_tiaocan_algebra2005_3407_4_0.05_256_0.001_1_1_eaad4657-b003-4a3b-9220-9d6f5f86640e_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkt_forget\dktforget_tiaocan_algebra2005_3407_4_0.05_256_0.001_1_1_eaad4657-b003-4a3b-9220-9d6f5f86640e_4\qid_test_question_predictions.txt,0.06311722138068109,0.7807983423518065,0.8009250062215393,0.06840246382587822,114,True,
algebra2005,dkt_forget,1,dktforget_tiaocan_algebra2005_42_1_0.3_256_0.001_1_1_121deb49-c6a4-45c9-b02a-a105b003e233_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkt_forget\dktforget_tiaocan_algebra2005_42_1_0.3_256_0.001_1_1_121deb49-c6a4-45c9-b02a-a105b003e233_1\qid_test_question_predictions.txt,0.06353739035911643,0.7810082126310345,0.8017673195106862,0.06890851879850161,114,True,
algebra2005,dkt_forget,3,dktforget_tiaocan_algebra2005_42_3_0.5_256_0.001_1_1_ea576fa8-fe27-4a1b-af61-1984a608ffe3_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkt_forget\dktforget_tiaocan_algebra2005_42_3_0.5_256_0.001_1_1_ea576fa8-fe27-4a1b-af61-1984a608ffe3_3\qid_test_question_predictions.txt,0.06212795846913278,0.7816609264273214,0.802951084730519,0.06619556721811254,114,True,
algebra2005,dkvmn,0,dkvmn_tiaocan_algebra2005_3407_0_0.3_256_0.001_32_1_1_72dc039a-e95a-40ff-8742-f28261f592d7_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkvmn\dkvmn_tiaocan_algebra2005_3407_0_0.3_256_0.001_32_1_1_72dc039a-e95a-40ff-8742-f28261f592d7_0\qid_test_question_predictions.txt,0.06368541472895507,0.7706036546951552,0.7979997101476133,0.06105208353964401,114,True,
algebra2005,dkvmn,1,dkvmn_tiaocan_algebra2005_3407_1_0.05_256_0.001_32_1_1_853a4d60-6b83-430b-a14f-ba3d44bf7c13_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkvmn\dkvmn_tiaocan_algebra2005_3407_1_0.05_256_0.001_32_1_1_853a4d60-6b83-430b-a14f-ba3d44bf7c13_1\qid_test_question_predictions.txt,0.06319445308385767,0.7736576247123229,0.7967932206073042,0.06589427480381764,114,True,
algebra2005,dkvmn,2,dkvmn_tiaocan_algebra2005_3407_2_0.05_256_0.001_32_1_1_d9597ba7-9695-480d-92dd-cb2f4e94bae4_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkvmn\dkvmn_tiaocan_algebra2005_3407_2_0.05_256_0.001_32_1_1_d9597ba7-9695-480d-92dd-cb2f4e94bae4_2\qid_test_question_predictions.txt,0.06990266493662908,0.7706026871383953,0.7976834192949241,0.06634507834400431,114,True,
algebra2005,dkvmn,3,dkvmn_tiaocan_algebra2005_3407_3_0.05_256_0.001_32_1_1_7c49a44a-1d39-4a78-8a43-43b2cd0eaddd_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkvmn\dkvmn_tiaocan_algebra2005_3407_3_0.05_256_0.001_32_1_1_7c49a44a-1d39-4a78-8a43-43b2cd0eaddd_3\qid_test_question_predictions.txt,0.06806813301244258,0.772475663001856,0.798003925619035,0.06846228671067353,114,True,
algebra2005,dkvmn,4,dkvmn_tiaocan_algebra2005_3407_4_0.05_256_0.001_32_1_1_9949fc02-1db6-4a24-bd1a-9fa2337ce520_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\dkvmn\dkvmn_tiaocan_algebra2005_3407_4_0.05_256_0.001_32_1_1_9949fc02-1db6-4a24-bd1a-9fa2337ce520_4\qid_test_question_predictions.txt,0.06399090700976298,0.7693156178399445,0.7988847377973598,0.0645250705453918,114,True,
algebra2005,gkt,2,gkt_tiaocan_algebra2005_3407_2_0.001_0.3_64_transition_1_1_64_47900235-b1dd-4020-ae6b-df9ba6c40855_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\gkt\gkt_tiaocan_algebra2005_3407_2_0.001_0.3_64_transition_1_1_64_47900235-b1dd-4020-ae6b-df9ba6c40855_2\qid_test_question_predictions.txt,0.061431604998969214,0.7763113145135945,0.8020475714677717,0.06395569868313397,114,True,
algebra2005,gkt,3,gkt_tiaocan_algebra2005_3407_3_0.001_0.3_64_transition_1_1_64_d2fc35b1-3761-4fbe-bd09-d4a3be348877_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\gkt\gkt_tiaocan_algebra2005_3407_3_0.001_0.3_64_transition_1_1_64_d2fc35b1-3761-4fbe-bd09-d4a3be348877_3\qid_test_question_predictions.txt,0.06339697241105972,0.7766477249153768,0.8030164347925595,0.06404421801604733,114,True,
algebra2005,gkt,0,gkt_tiaocan_algebra2005_42_0_0.001_0.5_64_transition_1_1_64_391bf396-1ee1-422b-90b6-0798da8ae56f_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\gkt\gkt_tiaocan_algebra2005_42_0_0.001_0.5_64_transition_1_1_64_391bf396-1ee1-422b-90b6-0798da8ae56f_0\qid_test_question_predictions.txt,0.0651464008190894,0.7732984518149477,0.798766873825588,0.0670871444694274,114,True,
algebra2005,gkt,1,gkt_tiaocan_algebra2005_42_1_0.001_0.3_64_transition_1_1_64_f1e58319-f34d-4ce0-8867-ba127218f86d_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\gkt\gkt_tiaocan_algebra2005_42_1_0.001_0.3_64_transition_1_1_64_f1e58319-f34d-4ce0-8867-ba127218f86d_1\qid_test_question_predictions.txt,0.06206837431764073,0.7729065237541238,0.8018995555411884,0.0648767243974606,114,True,
algebra2005,gkt,4,gkt_tiaocan_algebra2005_42_4_0.001_0.5_64_transition_1_1_64_95741feb-6ec2-49eb-a305-4d7923c26485_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\gkt\gkt_tiaocan_algebra2005_42_4_0.001_0.5_64_transition_1_1_64_95741feb-6ec2-49eb-a305-4d7923c26485_4\qid_test_question_predictions.txt,0.06659297155133254,0.7761408524227249,0.80238384062782,0.06363203407933295,114,True,
algebra2005,hawkes,4,hawkes_tiaocan_algebra2005_3407_4_256_10_0.0_0.001_1_1_bccd5b66-bc10-4a53-90f8-e0bcda5d4207_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\hawkes\hawkes_tiaocan_algebra2005_3407_4_256_10_0.0_0.001_1_1_bccd5b66-bc10-4a53-90f8-e0bcda5d4207_4\qid_test_question_predictions.txt,0.0581498370762936,0.7954446387525418,0.8010899290181301,0.07244689563862822,114,True,
algebra2005,hawkes,0,hawkes_tiaocan_algebra2005_42_0_256_10_1e-06_0.001_1_1_5422c2ba-7b99-4d71-83e5-ec2418309259_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\hawkes\hawkes_tiaocan_algebra2005_42_0_256_10_1e-06_0.001_1_1_5422c2ba-7b99-4d71-83e5-ec2418309259_0\qid_test_question_predictions.txt,0.06268904689886781,0.7939087301317306,0.8020932854551821,0.07145273881402528,114,True,
algebra2005,hawkes,1,hawkes_tiaocan_algebra2005_42_1_64_10_0.0_0.001_1_1_d821a2ea-4e70-4723-a448-93998bb57033_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\hawkes\hawkes_tiaocan_algebra2005_42_1_64_10_0.0_0.001_1_1_d821a2ea-4e70-4723-a448-93998bb57033_1\qid_test_question_predictions.txt,0.062360467742454614,0.794326305682691,0.8009508106510229,0.07044889038195253,114,True,
algebra2005,hawkes,2,hawkes_tiaocan_algebra2005_42_2_256_10_1e-06_0.001_1_1_4bf62c5b-4c27-41bb-9860-fd7a206ea000_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\hawkes\hawkes_tiaocan_algebra2005_42_2_256_10_1e-06_0.001_1_1_4bf62c5b-4c27-41bb-9860-fd7a206ea000_2\qid_test_question_predictions.txt,0.05851059207169443,0.7981344118387763,0.8038568464199677,0.06921913500955724,114,True,
algebra2005,hawkes,3,hawkes_tiaocan_algebra2005_42_3_64_10_0.0_0.001_1_1_91a6cfe9-7c8c-4534-912e-f9ca14368616_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\hawkes\hawkes_tiaocan_algebra2005_42_3_64_10_0.0_0.001_1_1_91a6cfe9-7c8c-4534-912e-f9ca14368616_3\qid_test_question_predictions.txt,0.061976105554215455,0.7943516584995413,0.802045129909719,0.0712302721521853,114,True,
algebra2005,kqn,0,kqn_tiaocan_algebra2005_3407_0_0.05_256_256_256_2_0.001_1_1_68b5e852-8255-4859-854f-fa7b2a24ec8c_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\kqn\kqn_tiaocan_algebra2005_3407_0_0.05_256_256_256_2_0.001_1_1_68b5e852-8255-4859-854f-fa7b2a24ec8c_0\qid_test_question_predictions.txt,0.05852714258167116,0.7688790841271397,0.7933232806610488,0.07140462309889682,114,True,
algebra2005,kqn,1,kqn_tiaocan_algebra2005_3407_1_0.1_256_256_64_1_0.001_1_1_1b0cb89b-c61c-40c4-ab5b-113dfaac56fc_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\kqn\kqn_tiaocan_algebra2005_3407_1_0.1_256_256_64_1_0.001_1_1_1b0cb89b-c61c-40c4-ab5b-113dfaac56fc_1\qid_test_question_predictions.txt,0.06581087064885977,0.765854386640275,0.7928770621651041,0.07016940341345121,114,True,
algebra2005,kqn,2,kqn_tiaocan_algebra2005_3407_2_0.05_256_256_64_1_0.001_1_1_3cf7c600-cef9-4964-901c-bcec5bb2175a_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\kqn\kqn_tiaocan_algebra2005_3407_2_0.05_256_256_64_1_0.001_1_1_3cf7c600-cef9-4964-901c-bcec5bb2175a_2\qid_test_question_predictions.txt,0.06259312699636645,0.7691978027688307,0.793855735589084,0.07241932420684943,114,True,
