dataset,model,fold,fold_dir,txt_file,auc_std,auc_mean,acc_mean,acc_std,n_students,success,error
algebra2005,kqn,3,kqn_tiaocan_algebra2005_42_3_0.3_256_256_256_2_0.001_1_1_7c176f5b-a4f8-4696-9462-bbbe3f51f6f7_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\kqn\kqn_tiaocan_algebra2005_42_3_0.3_256_256_256_2_0.001_1_1_7c176f5b-a4f8-4696-9462-bbbe3f51f6f7_3\qid_test_question_predictions.txt,0.060829690634314135,0.7724114551732079,0.7965989145182947,0.06918616873126121,114,True,
algebra2005,kqn,4,kqn_tiaocan_algebra2005_42_4_0.3_256_256_256_2_0.001_1_1_1d3c65a6-7085-4465-87c7-0365fb6457d3_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\kqn\kqn_tiaocan_algebra2005_42_4_0.3_256_256_256_2_0.001_1_1_1d3c65a6-7085-4465-87c7-0365fb6457d3_4\qid_test_question_predictions.txt,0.0635989022248583,0.7699677593854255,0.794252548965072,0.0709739075100344,114,True,
algebra2005,saint,0,saint_tiaocan_algebra2005_3407_0_0.5_256_0.0001_4_4_1_1_62511215-892a-4f2f-b1df-cd3597d42934_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\saint\saint_tiaocan_algebra2005_3407_0_0.5_256_0.0001_4_4_1_1_62511215-892a-4f2f-b1df-cd3597d42934_0\qid_test_question_predictions.txt,0.0647781722451441,0.7438884984640997,0.776276934238593,0.06860955424747352,114,True,
algebra2005,saint,1,saint_tiaocan_algebra2005_3407_1_0.3_256_0.001_4_2_1_1_0bb7a86a-ae2b-4b83-b27a-1f0afa25b21f_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\saint\saint_tiaocan_algebra2005_3407_1_0.3_256_0.001_4_2_1_1_0bb7a86a-ae2b-4b83-b27a-1f0afa25b21f_1\qid_test_question_predictions.txt,0.06704940932438452,0.7471028107846485,0.7737168961763073,0.07593619206928479,114,True,
algebra2005,saint,2,saint_tiaocan_algebra2005_3407_2_0.3_256_0.001_4_2_1_1_32249f7b-555b-436d-a4dc-dd710f1abacb_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\saint\saint_tiaocan_algebra2005_3407_2_0.3_256_0.001_4_2_1_1_32249f7b-555b-436d-a4dc-dd710f1abacb_2\qid_test_question_predictions.txt,0.06685719168799081,0.7510892759661529,0.7776332956699116,0.06902300941921179,114,True,
algebra2005,saint,3,saint_tiaocan_algebra2005_3407_3_0.3_256_0.001_4_2_1_1_d5a4d957-7b60-455c-bb4a-a2b12b3449bb_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\saint\saint_tiaocan_algebra2005_3407_3_0.3_256_0.001_4_2_1_1_d5a4d957-7b60-455c-bb4a-a2b12b3449bb_3\qid_test_question_predictions.txt,0.06977941256381592,0.7452818405439224,0.7794849918391701,0.07287701568258285,114,True,
algebra2005,saint,4,saint_tiaocan_algebra2005_3407_4_0.3_256_0.0001_8_4_1_1_32d7136f-4690-4c4f-8a36-00c0d596c2ce_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\saint\saint_tiaocan_algebra2005_3407_4_0.3_256_0.0001_8_4_1_1_32d7136f-4690-4c4f-8a36-00c0d596c2ce_4\qid_test_question_predictions.txt,0.06580363094776509,0.7408131623621415,0.775459445742506,0.07114261938013061,114,True,
algebra2005,sakt,2,sakt_tiaocan_algebra2005_3407_2_0.1_64_0.001_4_1_1_1_1a295511-febe-4274-ae0a-b5c9f2b9baf8_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\sakt\sakt_tiaocan_algebra2005_3407_2_0.1_64_0.001_4_1_1_1_1a295511-febe-4274-ae0a-b5c9f2b9baf8_2\qid_test_question_predictions.txt,0.06988794168854935,0.7577349450650016,0.7942281892675914,0.06435171403672524,114,True,
algebra2005,sakt,0,sakt_tiaocan_algebra2005_42_0_0.1_64_0.001_4_1_1_1_a72d4014-3183-4f44-b1c7-2d20ad739638_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\sakt\sakt_tiaocan_algebra2005_42_0_0.1_64_0.001_4_1_1_1_a72d4014-3183-4f44-b1c7-2d20ad739638_0\qid_test_question_predictions.txt,0.07132082497203213,0.7500849486093568,0.7938007495711278,0.06670295617104027,114,True,
algebra2005,sakt,1,sakt_tiaocan_algebra2005_42_1_0.3_64_0.001_8_1_1_1_f193cf2f-6583-459c-923d-dc09940ef19e_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\sakt\sakt_tiaocan_algebra2005_42_1_0.3_64_0.001_8_1_1_1_f193cf2f-6583-459c-923d-dc09940ef19e_1\qid_test_question_predictions.txt,0.06995246456511682,0.7483423685117551,0.792461502031495,0.06523145201861706,114,True,
algebra2005,sakt,3,sakt_tiaocan_algebra2005_42_3_0.5_256_0.001_8_1_1_1_451fabe6-9a9e-4854-ad90-105240e3e987_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\sakt\sakt_tiaocan_algebra2005_42_3_0.5_256_0.001_8_1_1_1_451fabe6-9a9e-4854-ad90-105240e3e987_3\qid_test_question_predictions.txt,0.0719788565929879,0.7579250956192184,0.7911115918133931,0.06504202659404842,114,True,
algebra2005,sakt,4,sakt_tiaocan_algebra2005_42_4_0.5_256_0.001_8_1_1_1_fd024a47-b0eb-43e1-af45-1d9b1b021916_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\sakt\sakt_tiaocan_algebra2005_42_4_0.5_256_0.001_8_1_1_1_fd024a47-b0eb-43e1-af45-1d9b1b021916_4\qid_test_question_predictions.txt,0.06515546580950263,0.7574517663012341,0.7924072983359282,0.06363613912183111,114,True,
algebra2005,skvmn,4,skvmn_tiaocan_algebra2005_3407_4_0.3_64_0.001_64_1_1_b7e3cfee-5d4d-4858-8101-b8133712efee,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\skvmn\skvmn_tiaocan_algebra2005_3407_4_0.3_64_0.001_64_1_1_b7e3cfee-5d4d-4858-8101-b8133712efee\qid_test_question_predictions.txt,0.07121750079991494,0.6255771299716912,0.7647205116975926,0.08352225944168223,114,True,
algebra2005,skvmn,0,skvmn_tiaocan_algebra2005_42_0_0.5_256_0.001_64_1_1_dd732a93-aaff-412b-9c04-2a7244ff186e,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\skvmn\skvmn_tiaocan_algebra2005_42_0_0.5_256_0.001_64_1_1_dd732a93-aaff-412b-9c04-2a7244ff186e\qid_test_question_predictions.txt,0.0701947922683863,0.6211397352118609,0.7602816346900108,0.09034534726881649,114,True,
algebra2005,skvmn,1,skvmn_tiaocan_algebra2005_42_1_0.3_64_0.001_64_1_1_ac53067c-a235-48df-b46e-447a622ab8fd,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\skvmn\skvmn_tiaocan_algebra2005_42_1_0.3_64_0.001_64_1_1_ac53067c-a235-48df-b46e-447a622ab8fd\qid_test_question_predictions.txt,0.06734679574635377,0.6186794114991676,0.7635694743741268,0.09144735785761589,114,True,
algebra2005,skvmn,2,skvmn_tiaocan_algebra2005_42_2_0.5_64_0.001_32_1_1_4cc89dcc-656b-4fe7-ba03-dda44aa3fd8d,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\skvmn\skvmn_tiaocan_algebra2005_42_2_0.5_64_0.001_32_1_1_4cc89dcc-656b-4fe7-ba03-dda44aa3fd8d\qid_test_question_predictions.txt,0.07047809681212512,0.5984623685778142,0.7569468963880671,0.09054153065312667,114,True,
algebra2005,skvmn,3,skvmn_tiaocan_algebra2005_42_3_0.3_64_0.001_32_1_1_aee37acc-d5de-476b-836c-87c8a4edd89e,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\algebra2005\skvmn\skvmn_tiaocan_algebra2005_42_3_0.3_64_0.001_32_1_1_aee37acc-d5de-476b-836c-87c8a4edd89e\qid_test_question_predictions.txt,0.07681741817304162,0.6232169411099622,0.7625167042353107,0.08814408984420151,114,True,
assist2009,akt,0,akt_tiaocan_assist2009_3407_0_0.1_64_256_4_4_0.0001_1_1_d0d71d86-bbfc-489f-a9e1-4a9c82a16ec0_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\akt\akt_tiaocan_assist2009_3407_0_0.1_64_256_4_4_0.0001_1_1_d0d71d86-bbfc-489f-a9e1-4a9c82a16ec0_0\qid_test_question_predictions.txt,0.2126330124750611,0.6605169589667522,0.7168555129467068,0.13352751307634092,668,True,
assist2009,akt,2,akt_tiaocan_assist2009_3407_2_0.05_64_64_4_4_0.0001_1_1_3042d390-b5e3-4ba4-a819-4a223c32c889_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\akt\akt_tiaocan_assist2009_3407_2_0.05_64_64_4_4_0.0001_1_1_3042d390-b5e3-4ba4-a819-4a223c32c889_2\qid_test_question_predictions.txt,0.20499601733538542,0.6637668482029484,0.7201260306071174,0.13545685042737052,668,True,
assist2009,akt,3,akt_tiaocan_assist2009_3407_3_0.05_64_256_4_4_0.0001_1_1_70688f50-ce83-498d-8226-e78fe9a538af_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\akt\akt_tiaocan_assist2009_3407_3_0.05_64_256_4_4_0.0001_1_1_70688f50-ce83-498d-8226-e78fe9a538af_3\qid_test_question_predictions.txt,0.20996400555014327,0.6616439528995326,0.7195139964003422,0.12975394151084688,668,True,
assist2009,akt,4,akt_tiaocan_assist2009_3407_4_0.1_64_256_8_2_0.0001_1_1_ec49c3f5-e2be-444e-967c-d6550ea0db15_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\akt\akt_tiaocan_assist2009_3407_4_0.1_64_256_8_2_0.0001_1_1_ec49c3f5-e2be-444e-967c-d6550ea0db15_4\qid_test_question_predictions.txt,0.20852787538092896,0.6573563906805683,0.7128740695017439,0.13318385362928067,668,True,
assist2009,akt,1,akt_tiaocan_assist2009_42_1_0.1_256_256_4_4_0.0001_1_1_6e0b181b-fc42-403c-931c-f50544b471fe_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\akt\akt_tiaocan_assist2009_42_1_0.1_256_256_4_4_0.0001_1_1_6e0b181b-fc42-403c-931c-f50544b471fe_1\qid_test_question_predictions.txt,0.21255819749555055,0.6618306223219779,0.7177455241404057,0.1350689903245033,668,True,
assist2009,atkt,0,atkt_tiaocan_assist2009_3407_0_0.5_64_256_256_256_5_1.0_0.001_1_1_6a446d09-ae8a-44cb-b6a6-24a00cfe6e0b_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\atkt\atkt_tiaocan_assist2009_3407_0_0.5_64_256_256_256_5_1.0_0.001_1_1_6a446d09-ae8a-44cb-b6a6-24a00cfe6e0b_0\qid_test_question_predictions.txt,0.19386762273001434,0.6529331106755214,0.7142909346636575,0.13370727394598209,668,True,
assist2009,atkt,1,atkt_tiaocan_assist2009_3407_1_0.5_64_64_256_256_12_1.0_0.001_1_1_1aeb5865-ed7d-4ae5-87c6-43955e1f36ae_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\atkt\atkt_tiaocan_assist2009_3407_1_0.5_64_64_256_256_12_1.0_0.001_1_1_1aeb5865-ed7d-4ae5-87c6-43955e1f36ae_1\qid_test_question_predictions.txt,0.2012713435548422,0.6435312402869374,0.7151982383216361,0.1299855203226079,668,True,
assist2009,atkt,2,atkt_tiaocan_assist2009_3407_2_0.05_64_64_256_256_12_2.0_0.0001_1_1_9de66cfe-96c6-4067-ba11-7e132702db89_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\atkt\atkt_tiaocan_assist2009_3407_2_0.05_64_64_256_256_12_2.0_0.0001_1_1_9de66cfe-96c6-4067-ba11-7e132702db89_2\qid_test_question_predictions.txt,0.19952116949636278,0.6392820844964819,0.7142232497766666,0.13006888884809178,668,True,
assist2009,atkt,3,atkt_tiaocan_assist2009_3407_3_0.5_64_64_256_256_10_0.5_0.001_1_1_9d323b7d-15b5-4a2f-a360-9a93976f1799_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\atkt\atkt_tiaocan_assist2009_3407_3_0.5_64_64_256_256_10_0.5_0.001_1_1_9d323b7d-15b5-4a2f-a360-9a93976f1799_3\qid_test_question_predictions.txt,0.19578806951962813,0.6460483002266443,0.7148475718976187,0.1340037940607782,668,True,
assist2009,atkt,4,atkt_tiaocan_assist2009_3407_4_0.3_64_256_256_256_10_1.0_0.001_1_1_371727fc-3fca-44cd-9e48-bf12dd5a041d_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\atkt\atkt_tiaocan_assist2009_3407_4_0.3_64_256_256_256_10_1.0_0.001_1_1_371727fc-3fca-44cd-9e48-bf12dd5a041d_4\qid_test_question_predictions.txt,0.19930442379060503,0.6523525275755645,0.7153384761336528,0.12995215016159653,668,True,
assist2009,atktfix,3,atktfix_tiaocan_assist2009_3407_3_0.5_64_256_256_64_15_0.2_0.001_1_1_c9eaee44-848d-4093-9be4-5abfae78d399_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\atktfix\atktfix_tiaocan_assist2009_3407_3_0.5_64_256_256_64_15_0.2_0.001_1_1_c9eaee44-848d-4093-9be4-5abfae78d399_3\qid_test_question_predictions.txt,0.2113852059925846,0.5803500529014708,0.6984518011263308,0.14096140488824221,668,True,
assist2009,atktfix,4,atktfix_tiaocan_assist2009_3407_4_0.5_64_64_256_256_15_0.5_0.001_1_1_5497ccd9-7624-45ba-9851-bcb7c8ce3376_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\atktfix\atktfix_tiaocan_assist2009_3407_4_0.5_64_64_256_256_15_0.5_0.001_1_1_5497ccd9-7624-45ba-9851-bcb7c8ce3376_4\qid_test_question_predictions.txt,0.20788778771608485,0.5836940151145159,0.700325873953482,0.14038410490350203,668,True,
assist2009,atktfix,0,atktfix_tiaocan_assist2009_42_0_0.5_64_256_256_64_15_1.0_0.001_1_1_ad82f9c4-eb7a-41f0-9548-8a59884fa5a6_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\atktfix\atktfix_tiaocan_assist2009_42_0_0.5_64_256_256_64_15_1.0_0.001_1_1_ad82f9c4-eb7a-41f0-9548-8a59884fa5a6_0\qid_test_question_predictions.txt,0.2121746067752955,0.5815710052906087,0.6987223495554337,0.1388460881363674,668,True,
assist2009,atktfix,1,atktfix_tiaocan_assist2009_42_1_0.3_64_256_256_256_10_0.5_0.001_1_1_74ca77a8-1551-4760-9c03-6206a58b1162_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\atktfix\atktfix_tiaocan_assist2009_42_1_0.3_64_256_256_256_10_0.5_0.001_1_1_74ca77a8-1551-4760-9c03-6206a58b1162_1\qid_test_question_predictions.txt,0.21053704143248925,0.5842603705625786,0.6970053389688206,0.1432978465472706,668,True,
assist2009,atktfix,2,atktfix_tiaocan_assist2009_42_2_0.5_64_64_256_256_12_2.0_0.001_1_1_b3982e14-6ca3-471b-b606-e723b63711cc_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\atktfix\atktfix_tiaocan_assist2009_42_2_0.5_64_64_256_256_12_2.0_0.001_1_1_b3982e14-6ca3-471b-b606-e723b63711cc_2\qid_test_question_predictions.txt,0.2066802111407291,0.5793927442948132,0.694534636414451,0.143965395433409,668,True,
assist2009,dkt,0,dkt_tiaocan_assist2009_3407_0_0.5_256_0.001_1_1_8327f6a2-9c3d-49a0-9fbb-32877ff8891b_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\dkt\dkt_tiaocan_assist2009_3407_0_0.5_256_0.001_1_1_8327f6a2-9c3d-49a0-9fbb-32877ff8891b_0\qid_test_question_predictions.txt,0.21036528492845868,0.6017129361598565,0.7018937366139217,0.13906617461297963,668,True,
assist2009,dkt,1,dkt_tiaocan_assist2009_3407_1_0.5_256_0.001_1_1_5462dc24-9555-4244-aeea-161711e31d19_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\dkt\dkt_tiaocan_assist2009_3407_1_0.5_256_0.001_1_1_5462dc24-9555-4244-aeea-161711e31d19_1\qid_test_question_predictions.txt,0.2042120070635898,0.6055652159141365,0.700206959000752,0.1364576815502182,668,True,
assist2009,dkt,2,dkt_tiaocan_assist2009_3407_2_0.5_256_0.001_1_1_1a2f76b8-b19c-439b-b953-f9d6c94e1a1c_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\dkt\dkt_tiaocan_assist2009_3407_2_0.5_256_0.001_1_1_1a2f76b8-b19c-439b-b953-f9d6c94e1a1c_2\qid_test_question_predictions.txt,0.20973509294192827,0.6090668120342487,0.7071999441734237,0.13691108171706218,668,True,
assist2009,dkt,3,dkt_tiaocan_assist2009_3407_3_0.5_256_0.001_1_1_a2421456-a823-4d1c-9bc5-666bbd7c87b4_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\dkt\dkt_tiaocan_assist2009_3407_3_0.5_256_0.001_1_1_a2421456-a823-4d1c-9bc5-666bbd7c87b4_3\qid_test_question_predictions.txt,0.21330611166250887,0.6075031400816305,0.703846486524013,0.1377875235656688,668,True,
assist2009,dkt,4,dkt_tiaocan_assist2009_42_4_0.5_256_0.001_1_1_0d4e14cc-120e-428b-8e85-cddece9d8a4f_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\dkt\dkt_tiaocan_assist2009_42_4_0.5_256_0.001_1_1_0d4e14cc-120e-428b-8e85-cddece9d8a4f_4\qid_test_question_predictions.txt,0.2142806125833167,0.6052478581926952,0.7075083622047644,0.13565083385301982,668,True,
assist2009,dkvmn,0,dkvmn_tiaocan_assist2009_42_0_0.1_256_0.001_64_1_1_01b6fdb2-04d9-48d8-a9f1-d43224079738_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\dkvmn\dkvmn_tiaocan_assist2009_42_0_0.1_256_0.001_64_1_1_01b6fdb2-04d9-48d8-a9f1-d43224079738_0\qid_test_question_predictions.txt,0.2219006781415587,0.5893310254782955,0.6996781130353918,0.13635685679587956,668,True,
assist2009,dkvmn,1,dkvmn_tiaocan_assist2009_42_1_0.5_256_0.001_32_1_1_2e549cee-79d0-4521-a24c-f0dff56d120c_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\dkvmn\dkvmn_tiaocan_assist2009_42_1_0.5_256_0.001_32_1_1_2e549cee-79d0-4521-a24c-f0dff56d120c_1\qid_test_question_predictions.txt,0.2099679669803359,0.5966310016435773,0.699078230416562,0.1366355453527131,668,True,
assist2009,dkvmn,2,dkvmn_tiaocan_assist2009_42_2_0.1_256_0.001_32_1_1_cb5c6735-5fc8-493f-9fe8-d11f505d214d_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\dkvmn\dkvmn_tiaocan_assist2009_42_2_0.1_256_0.001_32_1_1_cb5c6735-5fc8-493f-9fe8-d11f505d214d_2\qid_test_question_predictions.txt,0.21954908795947373,0.5890034849560465,0.6971973628973257,0.1367661511952571,668,True,
assist2009,dkvmn,3,dkvmn_tiaocan_assist2009_42_3_0.05_256_0.001_32_1_1_a5694a04-eeac-482d-896e-02525213b2a7_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\dkvmn\dkvmn_tiaocan_assist2009_42_3_0.05_256_0.001_32_1_1_a5694a04-eeac-482d-896e-02525213b2a7_3\qid_test_question_predictions.txt,0.21781576867000269,0.5910892565631679,0.7001296636038111,0.14043374782927104,668,True,
assist2009,dkvmn,4,dkvmn_tiaocan_assist2009_42_4_0.1_256_0.001_32_1_1_148a0741-539c-4f56-8381-7bf3e10f8a0b_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\dkvmn\dkvmn_tiaocan_assist2009_42_4_0.1_256_0.001_32_1_1_148a0741-539c-4f56-8381-7bf3e10f8a0b_4\qid_test_question_predictions.txt,0.21622986323325125,0.5917612564631508,0.7017035845735882,0.13536815186576928,668,True,
assist2009,gkt,4,gkt_tiaocan_assist2009_3407_4_0.001_0.3_64_transition_1_1_64_91abba43-7484-4b7b-bc2f-859bbe6e8e2c_4,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\gkt\gkt_tiaocan_assist2009_3407_4_0.001_0.3_64_transition_1_1_64_91abba43-7484-4b7b-bc2f-859bbe6e8e2c_4\qid_test_question_predictions.txt,0.21364188185952732,0.5915510637467066,0.6994981798260874,0.13484617718751465,668,True,
assist2009,gkt,0,gkt_tiaocan_assist2009_42_0_0.001_0.5_64_transition_1_1_64_4f363f20-f96f-4aa6-8271-8dde5679cdc6_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\gkt\gkt_tiaocan_assist2009_42_0_0.001_0.5_64_transition_1_1_64_4f363f20-f96f-4aa6-8271-8dde5679cdc6_0\qid_test_question_predictions.txt,0.2052946499357343,0.6108477433642355,0.6966016345914259,0.1362406049674342,668,True,
assist2009,gkt,1,gkt_tiaocan_assist2009_42_1_0.001_0.5_64_transition_1_1_64_c7aafd83-18e0-4e1a-9df0-f8b2efb0ad93_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\gkt\gkt_tiaocan_assist2009_42_1_0.001_0.5_64_transition_1_1_64_c7aafd83-18e0-4e1a-9df0-f8b2efb0ad93_1\qid_test_question_predictions.txt,0.21650356112624505,0.600138186972432,0.6928357830534113,0.1442998789718725,668,True,
assist2009,gkt,2,gkt_tiaocan_assist2009_42_2_0.001_0.5_64_transition_1_1_64_6e38b438-bcb7-4ed6-8094-8c610d7388dd_2,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\gkt\gkt_tiaocan_assist2009_42_2_0.001_0.5_64_transition_1_1_64_6e38b438-bcb7-4ed6-8094-8c610d7388dd_2\qid_test_question_predictions.txt,0.20223270130850968,0.6070179122502605,0.6838419638829715,0.14934304015857633,668,True,
assist2009,gkt,3,gkt_tiaocan_assist2009_42_3_0.001_0.5_64_transition_1_1_64_8de2a0d8-db5d-462c-9777-6991d7524a28_3,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\gkt\gkt_tiaocan_assist2009_42_3_0.001_0.5_64_transition_1_1_64_8de2a0d8-db5d-462c-9777-6991d7524a28_3\qid_test_question_predictions.txt,0.21916550354068168,0.589159785038852,0.6921190862761446,0.1451196157596588,668,True,
assist2009,hawkes,1,hawkes_tiaocan_assist2009_3407_1_64_2_0.0_0.001_1_1_e2bc8624-3dd2-4cd9-9419-44dd824c7357_1,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\hawkes\hawkes_tiaocan_assist2009_3407_1_64_2_0.0_0.001_1_1_e2bc8624-3dd2-4cd9-9419-44dd824c7357_1\qid_test_question_predictions.txt,0.2041186996419194,0.6328574964885558,0.6842848678858384,0.15415105430881548,668,True,
assist2009,hawkes,0,hawkes_tiaocan_assist2009_42_0_64_5_0.0_0.001_1_1_45ecc6c7-222b-44d7-a70e-94f4fa460bdd_0,D:\sync\docs&works\0612组间auc尝试\best_model_path_question_predictions\best_model_path\assist2009\hawkes\hawkes_tiaocan_assist2009_42_0_64_5_0.0_0.001_1_1_45ecc6c7-222b-44d7-a70e-94f4fa460bdd_0\qid_test_question_predictions.txt,0.2053368758294048,0.636026229749081,0.6830465526021013,0.16084529944437367,668,True,
